gene	gene	p-value	odds
GTF2IRD2B	CTNNB1	1	0.558093172453517
GTF2IRD2B	ALB	0.564098858216505	0
GTF2IRD2B	APOB	0.232981644746351	3.44099889620914
GTF2IRD2B	RB1	0.361647361647362	3.56039583461309
GTF2IRD2B	TP53	0.564098858216505	0
GTF2IRD2B	FKBP9	1	0
GTF2IRD2B	AK2	1	0
GTF2IRD2B	COL11A1	1	0
GTF2IRD2B	SPTA1	1	0
GTF2IRD2B	CSMD3	1	1.33825943697751
GTF2IRD2B	VPS13A	0.361647361647362	3.56039583461309
GTF2IRD2B	CSMD2	1	0
GTF2IRD2B	SMC6	1	0
GTF2IRD2B	PCLO	0.177096882979236	4.40016176214478
GTF2IRD2B	DYNC2H1	0.361647361647362	3.56039583461309
GTF2IRD2B	PCDH7	0.538019302725185	1.7196212845337
GTF2IRD2B	LRP1B	1	0
GTF2IRD2B	PNRC2	0.455522749640397	2.34448731606143
CTNNB1	ALB	0.0352283023061012	5.99867893506183
CTNNB1	APOB	1	0.935052980457977
CTNNB1	RB1	0.0212355212355213	Inf
CTNNB1	TP53	0.672020217561014	1.55476724832026
CTNNB1	FKBP9	0.205276705276705	5.25920983519496
CTNNB1	AK2	0.205276705276705	5.25920983519496
CTNNB1	COL11A1	1	0.771921504348517
CTNNB1	SPTA1	1	0.771921504348517
CTNNB1	CSMD3	0.64631122719358	0.428652155572035
CTNNB1	VPS13A	1	1.1938939400602
CTNNB1	CSMD2	1	1.1938939400602
CTNNB1	SMC6	1	0.771921504348517
CTNNB1	PCLO	1	1.21539903310823
CTNNB1	DYNC2H1	0.53989703989704	0
CTNNB1	PCDH7	1	0.558093172453517
CTNNB1	LRP1B	1	0
CTNNB1	PNRC2	0.296313119842532	0
ALB	APOB	0.156320370741623	3.58617502274612
ALB	RB1	0.111711711711712	8.55800306236953
ALB	TP53	0.0486633347164656	5.84703726174079
ALB	FKBP9	1	0
ALB	AK2	1	0
ALB	COL11A1	0.557392686804452	0
ALB	SPTA1	1	1.23063438408398
ALB	CSMD3	1	0.692200592339389
ALB	VPS13A	1	0
ALB	CSMD2	0.52972972972973	1.88947780247725
ALB	SMC6	0.557392686804452	0
ALB	PCLO	1	0.692200592339389
ALB	DYNC2H1	0.52972972972973	1.88947780247725
ALB	PCDH7	1	0.895531631672264
ALB	LRP1B	1	0
ALB	PNRC2	0.557392686804452	0
APOB	RB1	0.477477477477477	2.26870350891297
APOB	TP53	0.63089016219946	1.57809068563552
APOB	FKBP9	1	0
APOB	AK2	0.477477477477477	2.26870350891297
APOB	COL11A1	0.569687334393217	0
APOB	SPTA1	1	1.48199122185865
APOB	CSMD3	1	0.837293479784045
APOB	VPS13A	0.477477477477477	2.26870350891297
APOB	CSMD2	1	0
APOB	SMC6	0.569687334393217	0
APOB	PCLO	0.315498988293106	2.52002071623294
APOB	DYNC2H1	0.00450450450450451	Inf
APOB	PCDH7	0.232981644746351	3.44099889620915
APOB	LRP1B	1	0
APOB	PNRC2	0.15474297827239	5.2388955457857
RB1	TP53	0.52972972972973	1.88947780247726
RB1	FKBP9	1	0
RB1	AK2	1	0
RB1	COL11A1	1	0
RB1	SPTA1	1	0
RB1	CSMD3	0.421492921492921	2.79198638821506
RB1	VPS13A	1	0
RB1	CSMD2	0.22985842985843	7.17178509478187
RB1	SMC6	1	0
RB1	PCLO	0.421492921492921	2.79198638821506
RB1	DYNC2H1	1	0
RB1	PCDH7	1	0
RB1	LRP1B	1	0
RB1	PNRC2	1	0
TP53	FKBP9	0.52972972972973	1.88947780247725
TP53	AK2	0.111711711711712	8.55800306236953
TP53	COL11A1	0.197774244833068	4.263650175306
TP53	SPTA1	1	1.23063438408398
TP53	CSMD3	0.100953895071542	4.8989156658244
TP53	VPS13A	1	0
TP53	CSMD2	1	0
TP53	SMC6	1	1.23063438408398
TP53	PCLO	0.305282555282555	0
TP53	DYNC2H1	0.52972972972973	1.88947780247725
TP53	PCDH7	1	0.895531631672264
TP53	LRP1B	1	0
TP53	PNRC2	1	1.23063438408398
FKBP9	AK2	0.22985842985843	7.17178509478187
FKBP9	COL11A1	0.297812097812098	4.80383213328722
FKBP9	SPTA1	0.297812097812098	4.80383213328722
FKBP9	CSMD3	1	0
FKBP9	VPS13A	1	0
FKBP9	CSMD2	1	0
FKBP9	SMC6	1	0
FKBP9	PCLO	1	0
FKBP9	DYNC2H1	1	0
FKBP9	PCDH7	1	0
FKBP9	LRP1B	1	0
FKBP9	PNRC2	1	0
AK2	COL11A1	0.297812097812098	4.80383213328722
AK2	SPTA1	0.297812097812098	4.80383213328722
AK2	CSMD3	0.421492921492921	2.79198638821506
AK2	VPS13A	1	0
AK2	CSMD2	1	0
AK2	SMC6	1	0
AK2	PCLO	1	0
AK2	DYNC2H1	0.22985842985843	7.17178509478187
AK2	PCDH7	1	0
AK2	LRP1B	1	0
AK2	PNRC2	0.297812097812098	4.80383213328722
COL11A1	SPTA1	0.380422439245969	3.18279856814942
COL11A1	CSMD3	0.523582405935347	1.82997462955918
COL11A1	VPS13A	0.297812097812098	4.80383213328721
COL11A1	CSMD2	1	0
COL11A1	SMC6	0.380422439245969	3.18279856814942
COL11A1	PCLO	1	0
COL11A1	DYNC2H1	1	0
COL11A1	PCDH7	1	0
COL11A1	LRP1B	1	0
COL11A1	PNRC2	1	0
SPTA1	CSMD3	1	0
SPTA1	VPS13A	1	0
SPTA1	CSMD2	0.297812097812098	4.80383213328721
SPTA1	SMC6	1	0
SPTA1	PCLO	0.523582405935347	1.82997462955918
SPTA1	DYNC2H1	0.297812097812098	4.80383213328721
SPTA1	PCDH7	0.455522749640397	2.34448731606143
SPTA1	LRP1B	1	0
SPTA1	PNRC2	1	0
CSMD3	VPS13A	1	0
CSMD3	CSMD2	1	0
CSMD3	SMC6	0.115224468165645	6.66406222870371
CSMD3	PCLO	0.244769836681602	3.23422741558386
CSMD3	DYNC2H1	0.421492921492922	2.79198638821506
CSMD3	PCDH7	1	1.33825943697751
CSMD3	LRP1B	1	0
CSMD3	PNRC2	0.115224468165645	6.66406222870371
VPS13A	CSMD2	1	0
VPS13A	SMC6	1	0
VPS13A	PCLO	0.421492921492921	2.79198638821506
VPS13A	DYNC2H1	1	0
VPS13A	PCDH7	1	0
VPS13A	LRP1B	1	0
VPS13A	PNRC2	1	0
CSMD2	SMC6	1	0
CSMD2	PCLO	1	0
CSMD2	DYNC2H1	1	0
CSMD2	PCDH7	1	0
CSMD2	LRP1B	1	0
CSMD2	PNRC2	1	0
SMC6	PCLO	1	0
SMC6	DYNC2H1	1	0
SMC6	PCDH7	0.455522749640397	2.34448731606143
SMC6	LRP1B	1	0
SMC6	PNRC2	0.380422439245969	3.18279856814942
PCLO	DYNC2H1	0.0624195624195624	13.1763246853983
PCLO	PCDH7	1	1.33825943697751
PCLO	LRP1B	1	0
PCLO	PNRC2	0.115224468165645	6.66406222870371
DYNC2H1	PCDH7	0.361647361647362	3.5603958346131
DYNC2H1	LRP1B	1	0
DYNC2H1	PNRC2	0.025997425997426	25.2075723724277
PCDH7	LRP1B	1	0
PCDH7	PNRC2	0.0800211976682564	8.95374243483207
LRP1B	PNRC2	1	0
