gene	gene_cluster	MO1_mean	MO1_sd	MO2_mean	MO2_sd	MO3_mean	MO3_sd	MO4_mean	MO4_sd
SLC7A2	MO3	0.157267893300861	0.969922423102847	0.336867363470201	0.755236958228557	-1.21387359316084	1.01310938079509	0.27685560898093	0.653137647709192
PDK4	MO1	0.831980255793949	0.674052142452158	0.10273402275586	0.798196287755468	-0.672389719584791	0.864427988920083	-0.557469356175253	0.89276124696886
ABCB5	MO1	-0.552470158465963	0.577990704445437	-0.0481515250869801	1.05624694132037	0.229304098355613	1.09447943999356	0.483440003699826	1.01403108930538
CALCR	MO1	-0.578890367255117	0.798513891770637	-0.175668199004417	0.734982214255284	0.0584580288655746	0.703424411973256	0.722078037452283	1.12695488997834
CACNA1G	MO3	-0.473197579110949	0.863941516381953	-0.189252729124128	0.726710464759437	1.08597745827755	0.666371289319562	0.00613580285547726	1.0581458310275
UPP2	MO3	0.539340689066107	0.876925551247461	0.444096621155447	0.86519663160592	-0.966755902877605	0.464118935272854	-0.363736309774979	0.916245354548098
PROM1	MO1	-0.544298142339979	0.595280191427273	0.0724430740894439	1.1297025511646	0.762353335743327	1.12742138640471	0.0525244350349551	0.863629488267517
SLC13A2	MO3	0.225049603380495	1.00592579356641	-0.0432726882214791	0.960911278685959	-0.803697983711588	0.415832716976886	0.282698491665691	1.06725451966364
SYT13	MO1	-0.703371292278453	0.359550009252289	0.18208029275746	1.10852655012021	0.829526529214706	1.21039165248501	0.0860556905197117	0.770482013241721
INSRR	MO3	-0.413209961167926	0.750564546640388	-0.150711564044887	0.642563194452177	1.23827489956973	1.04071344812576	-0.180989651077362	0.922985923864575
IBSP	MO2	-0.28101801400143	0.929472077209405	-0.619588040014761	0.431486316084181	0.848787438937543	1.11653698061839	0.312446285351523	0.924727430084592
MUSK	MO2	-0.432930299441371	1.00337581910371	0.679712781793244	0.78604430024104	0.261837330743029	0.670641383034669	-0.280281448556635	1.02205955188011
ZIC2	MO4	-0.30169624626984	0.875398797282482	-0.42369472718593	1.12784274089368	-0.158749210470565	1.02568021445814	0.772171102973711	0.489803727275271
STYK1	MO3	-0.417836079629673	0.709816561120164	0.436175766416792	0.921145513655095	0.922105432112008	0.649466945879023	-0.485284777110322	0.997186867469177
WISP2	MO2	-0.485521116926084	0.824131665232251	0.893672178058157	0.817843561225257	0.372273095396941	0.879620105949015	-0.47318803581521	0.779156866750623
BCAS1	MO1	-0.65223093135381	0.939505234501827	0.241837771799894	0.892135250209454	-0.188973331218537	0.56803636593891	0.592664370622713	0.964678300017144
MCM10	MO4	-0.272829195471474	0.665414369314304	-0.637897419535829	1.01382366319004	0.309594575371855	1.27522892016297	0.642926716627389	0.645339885593639
FGFR2	MO2	-0.628593023871045	1.14557765224587	0.617944987618337	0.488313185929845	0.109543687265682	0.60012142157159	0.069043223229602	1.02463434723353
PITX1	MO1	-0.524310910377222	0.660066170714943	-0.286122872334732	0.99304936338726	0.416884734483864	0.967587685200051	0.543600056690286	1.00129422969258
CDH19	MO2	-0.328434582535524	1.04524734508809	0.797827921576185	0.636103266711471	0.149332266421714	0.809672036044319	-0.422896781530485	0.932827487822318
CA12	MO4	-0.510299704630232	1.11326824181777	-0.353939881241177	0.784770686082375	0.481763767404977	0.848752515964801	0.547605328473758	0.727428380071692
CAPN6	MO1	-0.682788727689591	0.378393676242204	0.0645403666527325	0.987175700138768	0.726588505452559	1.10121007218883	0.226115749147713	1.02562052481576
GRHL2	MO1	-0.570070361721207	0.578051749134879	0.532397935132813	1.18373474516302	0.163165016526469	1.29814768082475	0.0481366250284948	0.701554862294113
HAL	MO3	0.0351627315305512	0.81355334419728	0.471784402070314	0.847144739117611	-1.33281384566236	0.833698675997564	0.361750697530573	0.684056996589412
FCN1	MO2	-0.354748232377002	0.582942266734801	0.926252906298438	0.543025170522188	0.219129231232592	1.38124863341989	-0.546306865097376	0.818411681164141
GNAO1	MO2	-0.309964604397614	1.12881642990621	0.554738506710209	0.547330865849631	-0.333881011660697	0.958561594883437	0.0542637109102349	1.02519184740212
PTHLH	MO1	-0.724697281639704	0.703428672787085	-0.146892500976556	0.852763067179627	0.755656902081019	0.928812263585798	0.432396630303151	0.917422011791094
SLC4A11	MO1	-0.696053525360488	0.950986913955892	0.0717292651565331	0.78448844511509	0.724590037038065	0.684635061031928	0.23513230402262	0.979846044748963
FXYD3	MO1	-0.548731691622706	0.599946908057206	-0.272801495205344	1.04039836248603	0.394080318955904	1.00974815755603	0.571601355754842	0.953673467565024
LYZ	MO1	-0.68326918015654	0.856853501483036	0.167524674937293	0.815596770913972	0.462613571874361	0.975653856535912	0.297468522343052	0.988965219036642
SLC26A3	MO4	-0.111014718278549	0.866038394033615	-0.364552271774799	0.747334396778692	-0.58251768307663	0.591477910611186	0.775945495047034	1.09022622772446
TEKT2	MO1	-0.670983101745329	0.526808899974669	0.283951323967888	1.02707451512072	0.947643472436656	1.07426535343297	-0.105412452002102	0.79647208442412
GABRP	MO1	-0.510185253573519	0.364624569017456	0.34215633168615	1.14524267244283	1.04444835757301	1.20223425301237	-0.381807380224839	0.561687577445096
TDRD1	MO1	-0.474472584042176	0.462859799546396	-0.0913128060095391	0.592788513796003	0.614360714254587	1.001306499393	0.207195669799641	1.41061497350769
CRTAC1	MO4	-0.296186276883858	0.741049060852492	0.479208200214621	0.939883765203735	0.835783608176806	1.22971828410007	-0.597801544360461	0.560669649441186
IGF2-AS	MO2	0.141733821669354	1.13905280140839	0.754596722946613	0.786587608869584	-0.588691931591972	0.505710098924814	-0.437012568302259	0.803225467445363
SEC14L3	MO1	0.952804079769334	0.629118718300224	-0.152599949089935	0.942535497588032	-0.750996998000805	0.809671575232582	-0.420136128230874	0.721850899657019
PRODH	MO1	0.742721434384364	0.84138182322791	0.150916828453825	0.774970549509436	-0.541455973916481	0.927960260523364	-0.583263225939445	0.841880967711714
NTSR1	MO4	0.571368721983699	0.909811532353883	0.413054218113031	0.765831505745905	-0.331181713022085	0.810935102120239	-0.75232421566571	0.840894532783663
MYOM1	MO3	0.223386950378642	0.706626858675503	0.572672126577588	0.759695392665475	-1.38104576090947	0.826398389648724	0.107299851057158	0.81195804696779
CHRDL1	MO1	-0.631106799148146	0.484899255561954	0.385228346161013	0.925288097345858	0.713281884601787	1.19900206694014	-0.0927510858923795	0.963024984596009
SFRP1	MO2	-0.316945953770635	0.68721447432459	0.586580663589599	0.690178813933549	0.735068277338272	1.12326526135868	-0.606841278994956	0.924699544150078
CLEC4M	MO2	0.0276956069034783	1.04042041900613	0.806854812245683	1.03471434396504	-0.421467364571987	0.575606341091898	-0.462026558914291	0.691735879994872
CRX	MO1	0.713392370372219	0.962413089793462	-0.0578052756241141	0.953512274452949	-0.650553630446164	0.641437866382912	-0.309595326342634	0.847983677579739
HAS1	MO1	-0.663170421091178	0.451690471246888	0.450983495989162	0.876823338476276	1.02963138300139	1.24092020544746	-0.304785859245888	0.665181347183569
FAM83E	MO1	-0.469085033037513	0.512123442964888	0.141063484916715	1.28847925537604	0.739670829442685	1.24823050344329	-0.0711671751554303	0.665980461086105
HAMP	MO2	-0.0651782094888262	1.03542204673852	0.753409190496003	0.94967030655407	-0.0568728423793102	0.670059993414228	-0.537836986530748	0.815192242657079
SERPINE1	MO1	-0.557142787227504	0.637101798329464	0.0101433453984882	0.819068887244016	0.401221936701264	1.11997121147237	0.335644920979406	1.16178483808143
DKK1	MO1	-0.674511218185222	0.459319737123143	-0.126709667951063	0.617878144246412	0.265345915535705	1.27262229910499	0.656732447531463	1.06521124769989
DLX4	MO1	-0.595110516883317	0.651138109315336	0.161420471932402	1.03215412925167	0.59573800686484	1.2654683647287	0.130215837466037	0.839209515314587
SULT1E1	MO3	0.495108955481036	0.887037260199147	-0.0722276559614548	0.841172923892607	-0.986174949959609	0.90256601368363	0.133234074287914	0.909576908693413
CLNK	MO2	-0.352969135569586	0.745476185196874	0.955262303230766	0.515927403933574	0.0882287369008017	1.10675051327359	-0.494292607538567	0.94711067952198
B3GAT1	MO2	-0.22470295108474	1.08105685130199	0.76668870282058	0.682667195575982	0.224571726047293	0.67698175204112	-0.550490334386892	0.900564863697273
EXPH5	MO1	0.627327636909201	0.788677433444942	0.278140359547843	0.787535975474372	-0.360645815886371	0.64892498323539	-0.678725834838504	1.06747506453219
RASAL1	MO1	-0.888448038359059	0.642121723124675	0.363135610826386	0.866312746419289	0.844668921055661	0.820622478796899	0.117403818441188	0.848616528569264
SLCO1B3	MO3	0.234996471252675	1.16631902687586	0.480351434403964	0.55935501157847	-0.923460108515989	0.851164540598057	-0.100968948949084	0.83663464775092
UNC93A	MO3	0.242612821962027	0.851506616724885	-0.181659732452983	0.702470115741688	-1.15956181514017	0.544260364143693	0.595404398609009	0.982013839451797
PACRG	MO1	0.647981915981337	0.752394699462071	-0.0310816368191358	0.777373979573975	-0.561171317589469	1.07307764189135	-0.317258829930457	1.04419927296146
PCDHB2	MO1	-0.541821392188353	0.728579955419545	-0.0186168742498889	0.726141371542125	0.790784598499653	0.77670489777365	0.110266045810385	1.24378079380282
HAVCR1	MO1	-0.950261736381082	0.731114394738277	0.194232294326122	0.576356476558577	0.568134903165101	0.836989440241625	0.491796431123872	0.945167487540392
